transcript_name,SpeakerName,Content,ResearcherName,Email,Institution,Final_Code,Consistency,vote_1,vote_2,vote_3,vote_4,vote_5,Original_coding,human_code
Les Florets Group 3 SP02.xlsx,BUYER,Oh I think they would certainly want to.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"I mean nobody wants to fail but it’s also ____ skills and experience, and as I said, the skills and experience and successful records of this industry is kind of lacking in this area so I would be very skeptical of that.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,But I respect your opinion.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"And also I think _______ we initially selected, as you know we were already well aware of the area.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,It has booming business.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"This restaurant is ideally located, so I think that is also _____.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Yeah like I said, buying it is not my first option.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"If you want us to help you out, we could certainly entertain an offer from you.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,"our preference is not to buy, but to own.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,We have to buy…I also have to tell you the restaurant is twelve years old and it’s a little outdated.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"New restaurants are much larger and ______, so ______.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"______ fair offer obviously, depending on the cost in the area.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"_____ probably have an idea of _____ cost in the area, and how much are the current costs of building in the area.",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,We can certainly look at the depreciation [?] and ______ new construction.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,P1
Les Florets Group 3 SP02.xlsx,SELLER,"If you’re interested, we can really obviously come to a _______ conclusion.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,INT_PROC
Les Florets Group 3 SP02.xlsx,BUYER,Yeah ,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"I mean like I said, I don’t want to seem like I’m initiating the negotiation here, because I’m not certainly not looking to buy ______ clear however, you know, to help out with your personal situation.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I’ll be willing to make an offer, take it off your hands, but it’s really not what I want to do.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,"I mean I think the most I can do for you is, for the restaurant, is 400,000 dollars, if you’re really intent on selling it to Les Florets.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 3 SP02.xlsx,BUYER,What do you think about that offer?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Group 3 SP02.xlsx,SELLER,"______ offer but, if you look at the current costs in the area it hardly covers the land cost.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,DIS
Les Florets Group 3 SP02.xlsx,SELLER,"The land itself, only the land is around 400,000 in the area.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Group 3 SP02.xlsx,SELLER,______ for the cost of construction and the _____effort put in for the last twelve years.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Well the construction cost is one thing though, but as I said, the restaurant is small and outdated so I would have to, even though I don’t want to be in this final business, I would have to spend a considerable amount of money to expand it and modernize it.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,In fact I might be better off starting from scratch at a different location instead of tearing down and expanding the restaurant.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"That’s true, but I think that we can agree on a price which is obviously best suited for a smaller restaurant.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"It has to be dependent on the size of the restaurant, and obviously the location.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,Why don’t you make a counter offer.,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,How much are you looking for?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QO
Les Florets Group 3 SP02.xlsx,SELLER,"I think I would like to agree on a fair price, which is based on something.",,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"the land itself as I said, we can always confirm it from resources, is about 400,000, and currently the construction cost is around 600,000.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SF
Les Florets Group 3 SP02.xlsx,SELLER,"So it takes the cost alone to about one million, and as I said, there is a good ______.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,It carries the Les Florets name but obviously a lot of work has been put in to establish this restaurant in this place.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Right, I understand your costs for building and the construction, but if I were really interested in buying, as I said, I would build a much larger restaurant there and I would recoup my investment much faster in a restaurant.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,[inaudible],,,,OTHER_MISCELLANEOUS,Highly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,[inaudible],,,,OTHER_MISCELLANEOUS,Highly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"That’s the _____ you told me, but I think if you have two restaurants in the same place, I think everything could go down instead of going up.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"Well, it’s a large area where there’s not a lot competition, so _____.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Could we think of another option for us to address your concerns?,,,,CS,Perfectly Consistent,CS,CS,CS,CS,CS,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,____ another purchase?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"Would you be interested in a reduction of the royalties or license fees, ______, maintain a business that _______?",,,,CS,Perfectly Consistent,CS,CS,CS,CS,CS,Test_Code,QM
Les Florets Group 3 SP02.xlsx,SELLER,"As I said, I’ve finally decided to get out of this business, so I’m going to sell it any way.",,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Your decision’s final?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Group 3 SP02.xlsx,BUYER,_______ you’re going to get out of the business?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Group 3 SP02.xlsx,BUYER,Okay.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,so what was your counter offer that you made?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QM
Les Florets Group 3 SP02.xlsx,SELLER,"Counter off is _______ which I think is worth the, is close to the fair market.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,And what is your assessment of the fair market?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 3 SP02.xlsx,SELLER,"Fair market as I said, I mean, you can look at the current cost and I’m prepared to give you a reasonable deposition on the twelve year _____ of the restaurant, that’s it.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Okay but you’re not giving me a number.,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Why don’t you give me a number.,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,QS
Les Florets Group 3 SP02.xlsx,SELLER,"We can _____, I’m giving you a number, the land plus the cost, cost you about a million.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,I’m sorry?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QM
Les Florets Group 3 SP02.xlsx,SELLER,The cost of the land and the construction cost about a million today.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"Yeah, but again, that’s for a new restaurant.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,It’s just like buying a used car versus a new car.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"Yes, and we can make an allowance for the usage, for twelve years.",,,,INT_PROC,Perfectly Consistent,INT_PROC,INT_PROC,INT_PROC,INT_PROC,INT_PROC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,What is your best guess?,,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,QS
Les Florets Group 3 SP02.xlsx,BUYER,I don’t know.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,I couldn’t even guess.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I mean I think, I don’t look at it from the perspective of the depreciation of the building, but I think of it in terms of what kind of revenue stream is it going to produce for me.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"It’s a small restaurant, it’s going to be maybe half the size of another restaurant I could put up, if I spent that million, because the land cost and the construction cost is not going to be twice for a restaurant that’s twice the size.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"It’s actually going to be maybe only 20% more or something like that, because the footprint is going to be the same.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"I can just add another floor ______ break ground, the construction cost is not going to be incrementally twice _____.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,I mean that’s why I think what I’m offering you is going to be somewhat close to half ______ calculation.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,But I’ll tell you what.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I can go up to 500,000.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 3 SP02.xlsx,BUYER,That’s pretty much all I think what I can offer ______.,,,,IB,Perfectly Consistent,IB,IB,IB,IB,IB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"And then in which case if I understand correctly, you’re offering me only say about 15% of the construction cost?",,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QO
Les Florets Group 3 SP02.xlsx,BUYER,Fifteen percent?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 3 SP02.xlsx,SELLER,Yeah.,,,,AGR,Perfectly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,How is that?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 3 SP02.xlsx,BUYER,Because you never gave me a cost _______.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"The current cost is about 600,000 and you’re offering me 100,000 for that.",,,,SF,Highly Consistent,SF,SB,SF,SF,SF,Test_Code,SF
Les Florets Group 3 SP02.xlsx,SELLER,I mean the land is not _____.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"If you take a similar piece of land it could cost you 400,000 so take 400,000 aside.",,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"So really you _____ offering me out of 600,000 is 100,000.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,Yeah but you shouldn’t worry about the cost of the _______.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"I mean what are you trying to get out of this, you know, what is, how have you recouped your investment in this business.",,,,QM,Perfectly Consistent,QM,QM,QM,QM,QM,Test_Code,IN
Les Florets Group 3 SP02.xlsx,BUYER,And again I’m not a buyer.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,SF
Les Florets Group 3 SP02.xlsx,BUYER,You came to me.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"If you’re really intent on selling it to me, I think 600,000 gives you a premium of the land, it gives you premium, it gives you some recognition for the land, for the value of the building which is twelve years old.",,,,SB,Consistent,SB,OFF,SB,SB,OFF,Test_Code,IN
Les Florets Group 3 SP02.xlsx,BUYER,It’s probably 80% depreciated.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"So I’m not thinking of it from a replacement value standpoint because again, it’s not a new building.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,I really just want the land to tear it down.,,,,IP,Perfectly Consistent,IP,IP,IP,IP,IP,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,It’s 400 plus the premium.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"But the building is, I think I have been spending a lot on the upkeep of the building and the maintenance and everything.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,It’s in a pretty good shape.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"It can last you for another thirty, forty years.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"Well yeah, it can last forty years, but it will be in bad shape by then, and also it’s half the capacity of what I need.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"It’s not the condition, it’s not well lit, it’s an older style building.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,It’s not modern.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"If I have to build a new building, I wouldn’t build it just like yours.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,SELLER,But obviously that’s why I’m asking you for a price which is commensurate with the building ______.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,P1
Les Florets Group 3 SP02.xlsx,SELLER,I’m not asking for a price which obviously relates to a bigger size restaurant.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,"Well, I think we agree on the cost of the land.",,,,SIM,Perfectly Consistent,SIM,SIM,SIM,SIM,SIM,Test_Code,MU
Les Florets Group 3 SP02.xlsx,BUYER,That should be a starting point.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"But again, I don’t think we can base the purchase price on the construction cost or replacement for the restaurant.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,It just doesn’t make sense to me.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"I think it’s the land cost plus whatever, I mean it’s the equivalent value of what I could salvage from that restaurant, and I can salvage very little.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"I’ll have to tear it down and maybe keep the foundation, keep some of it.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"that’s why I was saying 100,000 additional value.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"If I’m going to tear it down anyway, it doesn’t save me _______.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,It’s just not a ______.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,I mean you’ve done a great job.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,______because of your management skills but the value of the brand I think.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"I mean it’s, ______ people are building new restaurants today that’s probably _______.",,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,Why don’t you make me a counter offer?,,,,QO,Perfectly Consistent,QO,QO,QO,QO,QO,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,I’ve made two offers and I’m still not hearing _____.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"I think as I said, I mean the building, if it’s properly maintained, should last you between forty to fifty years, and on that _____ already been used for twelve years I can make an allowance for…",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,How many restaurants do you know that are fifty years old?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 3 SP02.xlsx,BUYER,I mean they tear down stadiums after twenty years [Laughs].,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,"No, I mean like I said it depends on the maintenance, the upkeep of the restaurant or any building.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Restaurants aren’t meant to be museums.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,You know you don’t want to keep them for centuries.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,You want them to be functional and efficient.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,Well _____ keep investing in ______.,,,,OTHER_MISCELLANEOUS,Perfectly Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,Most homes are made to last thirty years.,,,,SF,Perfectly Consistent,SF,SF,SF,SF,SF,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,Thirty years?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QS
Les Florets Group 3 SP02.xlsx,SELLER,Well I think it depends on how you maintain a particular building.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,BUYER,"That’s true that your upgrading costs, your maintenance costs will go up over the years as you know, exponentially.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"But if you’re maintaining it regularly, and obviously you can keep your maintenance cost under control.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,Yeah but again there is the customer satisfaction aspect.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"Even though you can maintain it very well, it’s still after a while I would think much older and outdated.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,Even though it’s been maintained well it still looks old.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,It’s a perception that customers don’t like.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"But I think the ______ or the customer _____ is, it would not cost you more than say 50,000 francs or so.",,,,OTHER_MISCELLANEOUS,Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,SB,OTHER_MISCELLANEOUS,SB,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,I mean it doesn’t cost you much.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,You are not obviously going to tear it down and you only need a few cosmetic changes.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,We can bring about these ____ changes and then that’s it.,,,,OTHER_MISCELLANEOUS,Consistent,OTHER_MISCELLANEOUS,OTHER_MISCELLANEOUS,SB,OTHER_MISCELLANEOUS,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,Well I appreciate that but I’ll be very honest with you.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,our model is not to keep restaurants and own restaurants to be fifty years old.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,That’s not how we operate.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,We’re just not going to keep restaurants until they’re fifty years old.,,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"So I think maybe let’s agree to disagree on that because of customer perception issues, we’re not going to keep a restaurant that’s that old at all.",,,,PM,Perfectly Consistent,PM,PM,PM,PM,PM,Test_Code,PM
Les Florets Group 3 SP02.xlsx,SELLER,Okay.,,,,AGR,Highly Consistent,AGR,AGR,AGR,AGR,AGR,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,BUYER,"So again, my preference is for you to not leave and I really don’t want to buy, but I’m trying to work with you to take this off your hands",,,,MISC,Consistent,MISC,MISC,SB,MISC,SB,Test_Code,IP
Les Florets Group 3 SP02.xlsx,BUYER,"And I’m willing to sub-premium over the land price, the land cost and some recognition for the salvageable value of the building",,,,INT_PROC,Consistent,INT_PROC,INT_PROC,SB,INT_PROC,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,BUYER,"So you know, 500,000 dollars is my offer since I have not heard a counter offer yet.",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,OFF
Les Florets Group 3 SP02.xlsx,BUYER,I think you’ve been talking more theory than giving me a counter offer.,,,,MISC,Perfectly Consistent,MISC,MISC,MISC,MISC,MISC,Test_Code,MISC
Les Florets Group 3 SP02.xlsx,SELLER,No ,,,,DIS,Perfectly Consistent,DIS,DIS,DIS,DIS,DIS,Test_Code,AGR
Les Florets Group 3 SP02.xlsx,SELLER,"I’ve already said I can make a generous obviously allowance for the use of the building and I think we can offer you about 100,000 off of the cost of the building, and I think my amount would be 900,000 francs, because I’m not that…",,,,OFF,Perfectly Consistent,OFF,OFF,OFF,OFF,OFF,Test_Code,P1
Les Florets Group 3 SP02.xlsx,BUYER,And how did you reach that?,,,,QS,Perfectly Consistent,QS,QS,QS,QS,QS,Test_Code,QO
Les Florets Group 3 SP02.xlsx,BUYER,"That still gives you a 500,000 dollar premium for the construction.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,SB
Les Florets Group 3 SP02.xlsx,SELLER,"For the construction, I’m looking at the current obviously, if your future plan to build a new restaurant, obviously you’ll be paying today’s costs.",,,,SB,Perfectly Consistent,SB,SB,SB,SB,SB,Test_Code,AGR
